,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
23,Mikel Jauregizar,es ESP,MF,20-076,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Athletic-Club,2.0
24,Peru Nolaskoain,es ESP,"DF,MF",25-094,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Athletic-Club,2.0
25,Julen Agirrezabala,es ESP,GK,23-032,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic-Club,0.0
26,Unai Eguíluz,es ESP,DF,21-314,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic-Club,0.0
27,Javi Martón,es ESP,FW,24-266,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic-Club,0.0
28,Aingeru Olabarrieta,es ESP,FW,18-074,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic-Club,0.0
29,Alex Padilla,es ESP,GK,20-148,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic-Club,0.0
30,Hugo Rincón,es ESP,DF,21-000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Athletic-Club,0.0
31,Squad Total,,,27.9,,231,1890.0,21.0,37.0,25.0,62.0,34.0,3.0,5.0,47.0,2.0,36.7,32.7,24.8,57.6,424.0,871.0,863.0,1.76,1.19,2.95,1.62,2.81,1.75,1.18,2.93,1.56,2.74,,Athletic-Club,21.0
32,Opponent Total,,,27.4,,231,1890.0,21.0,20.0,16.0,36.0,20.0,0.0,1.0,43.0,1.0,20.8,20.1,16.3,36.4,269.0,699.0,691.0,0.95,0.76,1.71,0.95,1.71,0.99,0.78,1.77,0.96,1.73,,Athletic-Club,21.0
0,Jan Oblak,si SVN,GK,31-020,20.0,20,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,
1,Antoine Griezmann,fr FRA,"FW,MF",32-312,20.0,20,1644.0,18.3,11.0,4.0,15.0,8.0,3.0,3.0,3.0,0.0,8.1,5.9,3.7,9.6,22.0,76.0,123.0,0.6,0.22,0.82,0.44,0.66,0.44,0.2,0.65,0.32,0.53,Matches,Atletico-Madrid,
2,Axel Witsel,be BEL,DF,35-015,19.0,18,1639.0,18.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.3,1.1,10.0,47.0,2.0,0.05,0.0,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.06,Matches,Atletico-Madrid,
3,Mario Hermoso,es ESP,DF,28-223,18.0,18,1581.0,17.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.8,0.8,0.5,1.3,15.0,107.0,32.0,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,Matches,Atletico-Madrid,
4,Álvaro Morata,es ESP,FW,31-096,19.0,16,1339.0,14.9,13.0,1.0,14.0,13.0,0.0,0.0,3.0,1.0,9.0,9.0,0.5,9.5,15.0,17.0,55.0,0.87,0.07,0.94,0.87,0.94,0.61,0.04,0.64,0.61,0.64,Matches,Atletico-Madrid,
5,Koke,es ESP,MF,32-019,17.0,16,1187.0,13.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.4,1.7,14.0,109.0,16.0,0.0,0.15,0.15,0.0,0.15,0.02,0.1,0.13,0.02,0.13,Matches,Atletico-Madrid,
6,Marcos Llorente,es ESP,"MF,DF",28-362,20.0,15,1320.0,14.7,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.3,1.3,3.9,5.2,41.0,53.0,96.0,0.2,0.2,0.41,0.2,0.41,0.09,0.27,0.36,0.09,0.36,Matches,Atletico-Madrid,
7,Rodrigo De Paul,ar ARG,MF,29-248,17.0,12,1051.0,11.7,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,3.1,4.3,29.0,90.0,32.0,0.0,0.34,0.34,0.0,0.34,0.1,0.27,0.37,0.1,0.37,Matches,Atletico-Madrid,
8,Nahuel Molina,ar ARG,DF,25-296,17.0,12,1004.0,11.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,1.3,2.1,25.0,39.0,80.0,0.18,0.09,0.27,0.18,0.27,0.08,0.11,0.19,0.08,0.19,Matches,Atletico-Madrid,
9,Samuel Lino,br BRA,"DF,MF",24-035,16.0,10,943.0,10.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,2.7,4.0,58.0,31.0,87.0,0.19,0.19,0.38,0.19,0.38,0.12,0.26,0.38,0.12,0.38,Matches,Atletico-Madrid,
10,Stefan Savić,me MNE,DF,33-019,11.0,10,814.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,
11,Rodrigo Riquelme,es ESP,"DF,MF",23-300,16.0,10,793.0,8.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.1,4.1,57.0,27.0,96.0,0.23,0.23,0.45,0.23,0.45,0.23,0.24,0.46,0.23,0.46,Matches,Atletico-Madrid,
12,César Azpilicueta,es ESP,DF,34-152,16.0,9,951.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,2.0,2.6,25.0,53.0,29.0,0.0,0.09,0.09,0.0,0.09,0.06,0.19,0.25,0.06,0.25,Matches,Atletico-Madrid,
13,Saúl Ñíguez,es ESP,MF,29-067,20.0,9,890.0,9.9,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,4.0,12.0,24.0,36.0,0.0,0.4,0.4,0.0,0.4,0.1,0.31,0.41,0.1,0.41,Matches,Atletico-Madrid,
14,José María Giménez,uy URU,DF,29-007,14.0,6,666.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.4,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Atletico-Madrid,
15,Pablo Barrios,es ESP,MF,20-226,10.0,6,643.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.4,22.0,49.0,17.0,0.0,0.14,0.14,0.0,0.14,0.03,0.17,0.19,0.03,0.19,Matches,Atletico-Madrid,
16,Ángel Correa,ar ARG,"FW,MF",28-324,16.0,3,570.0,6.3,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.6,3.6,1.2,4.8,13.0,31.0,64.0,0.63,0.16,0.79,0.63,0.79,0.57,0.19,0.76,0.57,0.76,Matches,Atletico-Madrid,
17,Memphis,nl NED,FW,29-348,10.0,3,280.0,3.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.8,2.8,0.2,3.0,6.0,11.0,30.0,0.64,0.0,0.64,0.64,0.64,0.91,0.07,0.97,0.91,0.97,Matches,Atletico-Madrid,
18,Yannick Carrasco,be BEL,DF,30-145,3.0,3,221.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,6.0,17.0,0.0,0.41,0.41,0.0,0.41,0.03,0.1,0.12,0.03,0.12,Matches,Atletico-Madrid,
19,Thomas Lemar,fr FRA,MF,28-076,3.0,3,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches,Atletico-Madrid,
20,Çağlar Söyüncü,tr TUR,DF,27-249,6.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,
21,Javi Galán,es ESP,DF,29-069,5.0,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Atletico-Madrid,
22,Reinildo Mandava,mz MOZ,DF,30-006,1.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Atletico-Madrid,
23,Rayane Belaid,es ESP,DF,18-350,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
24,João Félix,pt POR,"FW,MF",24-078,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
25,Aitor Gismera,es ESP,MF,19-340,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
26,Antonio Gomis,es ESP,GK,20-252,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
27,Ivo Grbić,hr CRO,GK,28-009,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
28,Salim El Jebari,ma MAR,MF,19-356,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
29,Ilias Kostis,gr GRE,DF,20-334,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
30,Sergio Mestre,es ESP,GK,18-348,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
31,Marco Moreno,es ESP,DF,22-341,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
32,Adrian Niño,es ESP,FW,19-222,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Atletico-Madrid,
33,Squad Total,,,29.9,20.0,220,1800.0,20.0,40.0,28.0,68.0,37.0,3.0,3.0,47.0,3.0,34.2,32.0,27.3,59.3,391.0,843.0,835.0,2.0,1.4,3.4,1.85,3.25,1.71,1.37,3.08,1.6,2.97,,Atletico-Madrid,
34,Opponent Total,,,27.4,20.0,220,1800.0,20.0,23.0,15.0,38.0,22.0,1.0,2.0,40.0,2.0,22.9,21.3,16.8,38.1,369.0,829.0,821.0,1.15,0.75,1.9,1.1,1.85,1.14,0.84,1.99,1.07,1.91,,Atletico-Madrid,
0,İlkay Gündoğan,de GER,MF,33-095,20.0,18,1656.0,18.4,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,4.0,3.2,4.6,7.8,51.0,115.0,65.0,0.16,0.16,0.33,0.11,0.27,0.22,0.25,0.47,0.17,0.42,Matches,Barcelona,
1,Robert Lewandowski,pl POL,FW,35-159,18.0,16,1421.0,15.8,8.0,4.0,12.0,6.0,2.0,2.0,3.0,0.0,11.8,10.2,2.8,13.1,22.0,38.0,100.0,0.51,0.25,0.76,0.38,0.63,0.75,0.18,0.93,0.65,0.83,Matches,Barcelona,
2,Alejandro Balde,es ESP,DF,20-101,18.0,15,1378.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.2,1.4,73.0,41.0,141.0,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09,Matches,Barcelona,
3,Jules Koundé,fr FRA,DF,25-076,17.0,15,1340.0,14.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.2,31.0,109.0,24.0,0.07,0.07,0.13,0.07,0.13,0.08,0.07,0.15,0.08,0.15,Matches,Barcelona,
4,João Cancelo,pt POR,DF,29-245,16.0,15,1266.0,14.1,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,3.5,4.5,60.0,84.0,75.0,0.14,0.07,0.21,0.14,0.21,0.07,0.25,0.32,0.07,0.32,Matches,Barcelona,
5,Andreas Christensen,dk DEN,DF,27-292,15.0,14,1089.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.6,0.9,13.0,74.0,2.0,0.0,0.08,0.08,0.0,0.08,0.03,0.05,0.08,0.03,0.08,Matches,Barcelona,
6,Marc-André ter Stegen,de GER,GK,31-272,13.0,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
7,João Félix,pt POR,FW,24-078,17.0,13,1011.0,11.2,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,5.3,5.3,2.6,7.9,48.0,49.0,122.0,0.36,0.18,0.53,0.36,0.53,0.48,0.23,0.71,0.48,0.71,Matches,Barcelona,
8,Frenkie de Jong,nl NED,"MF,DF",26-260,12.0,12,1025.0,11.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,1.6,2.2,44.0,114.0,23.0,0.09,0.0,0.09,0.09,0.09,0.05,0.14,0.19,0.05,0.19,Matches,Barcelona,
9,Ronald Araújo,uy URU,DF,24-326,14.0,11,1113.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.7,1.6,20.0,69.0,8.0,0.08,0.0,0.08,0.08,0.08,0.07,0.06,0.13,0.07,0.13,Matches,Barcelona,
10,Gavi,es ESP,"MF,FW",19-175,12.0,10,944.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.1,2.0,26.0,39.0,38.0,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,Matches,Barcelona,
11,Ferrán Torres,es ESP,FW,23-332,19.0,9,897.0,10.0,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,4.6,4.6,2.2,6.8,22.0,33.0,86.0,0.7,0.2,0.9,0.7,0.9,0.46,0.22,0.68,0.46,0.68,Matches,Barcelona,
12,Oriol Romeu,es ESP,MF,32-125,14.0,9,655.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.8,1.5,6.0,49.0,3.0,0.0,0.14,0.14,0.0,0.14,0.09,0.11,0.2,0.09,0.2,Matches,Barcelona,
13,Lamine Yamal,es ESP,"FW,DF",16-198,20.0,8,892.0,9.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,3.6,5.9,51.0,31.0,116.0,0.1,0.2,0.3,0.1,0.3,0.23,0.37,0.6,0.23,0.6,Matches,Barcelona,
14,Pedri,es ESP,MF,21-063,9.0,8,683.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,3.5,5.6,22.0,60.0,38.0,0.13,0.13,0.26,0.13,0.26,0.27,0.46,0.73,0.27,0.73,Matches,Barcelona,
15,Raphinha,br BRA,"FW,MF",27-044,15.0,8,670.0,7.4,3.0,5.0,8.0,3.0,0.0,0.0,2.0,1.0,4.3,4.3,4.0,8.3,27.0,35.0,102.0,0.4,0.67,1.07,0.4,1.07,0.57,0.54,1.11,0.57,1.11,Matches,Barcelona,
16,Iñaki Peña,es ESP,GK,24-331,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
17,Iñigo Martínez,es ESP,DF,32-255,8.0,6,543.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,14.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Barcelona,
18,Fermin López,es ESP,"MF,FW",20-261,14.0,6,541.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,0.3,2.8,11.0,26.0,19.0,0.17,0.0,0.17,0.17,0.17,0.42,0.05,0.47,0.42,0.47,Matches,Barcelona,
19,Sergi Roberto,es ESP,"MF,DF",31-354,6.0,4,357.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.5,1.5,0.3,1.8,6.0,16.0,19.0,0.76,0.25,1.01,0.76,1.01,0.39,0.07,0.46,0.39,0.46,Matches,Barcelona,
20,Marcos Alonso,es ESP,DF,33-030,4.0,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,8.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.05,0.27,0.32,0.05,0.32,Matches,Barcelona,
21,Pau Cubarsí,es ESP,DF,17-005,1.0,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona,
22,Abdessamad Ezzalzouli,ma MAR,"FW,MF",22-041,2.0,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,Matches,Barcelona,
23,Eric García,es ESP,DF,23-018,2.0,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Barcelona,
24,Ansu Fati,es ESP,"MF,FW",21-088,3.0,0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,1.34,1.34,1.34,Matches,Barcelona,
25,Vitor Roque,br BRA,FW,18-333,2.0,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,0.0,1.4,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,2.99,2.99,2.99,Matches,Barcelona,
26,Marc Guiu,es ESP,MF,18-023,1.0,0,12.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,1.0,7.5,0.0,7.5,7.5,7.5,1.79,0.0,1.79,1.79,1.79,Matches,Barcelona,
27,Ander Astralaga,es ESP,GK,19-330,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
28,Marc Casado,es ESP,MF,20-135,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
29,Héctor Fort,es ESP,DF,17-178,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
30,Aleix Garrido,es ESP,MF,19-339,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
31,Unai Hernandez,es ESP,MF,19-044,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
32,Diego Kochen,us USA,GK,17-314,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
33,Pau Prim,es ESP,MF,17-339,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
34,Pau Victor Delgado,es ESP,FW,22-062,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
35,Áron Yaakobishvili,hu HUN,GK,17-327,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Barcelona,
36,Squad Total,,,26.7,20.0,220,1800.0,20.0,38.0,26.0,64.0,35.0,3.0,3.0,48.0,1.0,46.1,43.8,34.8,78.6,570.0,1038.0,1029.0,1.9,1.3,3.2,1.75,3.05,2.31,1.74,4.04,2.19,3.93,,Barcelona,
37,Opponent Total,,,27.5,20.0,220,1800.0,20.0,24.0,20.0,44.0,24.0,0.0,0.0,60.0,4.0,21.3,21.3,16.6,37.9,237.0,523.0,516.0,1.2,1.0,2.2,1.2,2.2,1.07,0.83,1.9,1.07,1.9,,Barcelona,
0,Germán Pezzella,ar ARG,DF,32-215,20.0,20,1761.0,19.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.3,1.5,3.0,44.0,1.0,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.08,0.06,0.08,Matches,Real-Betis,
1,Isco,es ESP,MF,31-282,20.0,20,1675.0,18.6,5.0,3.0,8.0,5.0,0.0,0.0,6.0,0.0,5.8,5.8,4.9,10.7,76.0,151.0,102.0,0.27,0.16,0.43,0.27,0.43,0.31,0.26,0.58,0.31,0.58,Matches,Real-Betis,
2,Marc Roca,es ESP,MF,27-063,20.0,19,1604.0,17.8,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.1,1.1,1.3,2.4,19.0,100.0,16.0,0.11,0.11,0.22,0.11,0.22,0.06,0.07,0.13,0.06,0.13,Matches,Real-Betis,
3,Ayoze Pérez,es ESP,FW,30-183,19.0,19,1460.0,16.2,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,5.1,5.1,3.0,8.2,49.0,43.0,101.0,0.25,0.06,0.31,0.25,0.31,0.32,0.19,0.5,0.32,0.5,Matches,Real-Betis,
4,Willian José,br BRA,FW,32-066,18.0,14,1039.0,11.5,6.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,3.8,3.8,0.9,4.7,3.0,18.0,43.0,0.52,0.09,0.61,0.52,0.61,0.33,0.08,0.41,0.33,0.41,Matches,Real-Betis,
5,Guido Rodríguez,ar ARG,MF,29-291,14.0,13,1075.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.3,0.3,0.7,1.0,3.0,35.0,4.0,0.08,0.0,0.08,0.08,0.08,0.03,0.06,0.09,0.03,0.09,Matches,Real-Betis,
6,Héctor Bellerín,es ESP,DF,28-315,13.0,13,1026.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.9,22.0,52.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Real-Betis,
7,Chadi Riad,ma MAR,DF,20-225,13.0,12,1103.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,Matches,Real-Betis,
8,Rui Silva,pt POR,GK,29-355,12.0,12,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Real-Betis,
9,Abner,br BRA,DF,23-246,15.0,11,1062.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.7,11.0,26.0,51.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Real-Betis,
10,Assane Diao,es ESP,FW,18-143,14.0,11,909.0,10.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.3,2.3,0.6,2.9,30.0,17.0,87.0,0.2,0.0,0.2,0.2,0.2,0.23,0.06,0.29,0.23,0.29,Matches,Real-Betis,
11,Juan Miranda,es ESP,DF,24-009,11.0,10,828.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.2,1.9,17.0,44.0,38.0,0.0,0.11,0.11,0.0,0.11,0.08,0.13,0.21,0.08,0.21,Matches,Real-Betis,
12,Aitor Ruibal,es ESP,"DF,FW",27-312,12.0,7,699.0,7.8,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.8,0.8,1.2,2.0,19.0,42.0,43.0,0.26,0.13,0.39,0.26,0.39,0.1,0.16,0.26,0.1,0.26,Matches,Real-Betis,
13,Claudio Bravo,cl CHI,GK,40-290,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Real-Betis,
14,Rodri,es ESP,"FW,MF",23-257,14.0,6,608.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.5,1.4,28.0,45.0,70.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,Matches,Real-Betis,
15,Luiz Henrique,br BRA,FW,23-026,13.0,5,533.0,5.9,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.6,2.8,31.0,16.0,53.0,0.0,0.51,0.51,0.0,0.51,0.2,0.28,0.48,0.2,0.48,Matches,Real-Betis,
16,Andrés Guardado,mx MEX,MF,37-122,12.0,4,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.3,5.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,Matches,Real-Betis,
17,Borja Iglesias,es ESP,FW,31-011,11.0,4,408.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.9,1.5,5.0,12.0,32.0,0.0,0.22,0.22,0.0,0.22,0.13,0.21,0.34,0.13,0.34,Matches,Real-Betis,
18,Luiz Felipe,it ITA,DF,26-312,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches,Real-Betis,
19,Abdessamad Ezzalzouli,ma MAR,FW,22-042,14.0,3,508.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,38.0,15.0,54.0,0.18,0.0,0.18,0.18,0.18,0.14,0.03,0.17,0.14,0.17,Matches,Real-Betis,
20,Sergi Altimira,es ESP,MF,22-156,8.0,3,303.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,6.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,Real-Betis,
